id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-0128,frontend_public_static,frontend/src/pages/quote.tsx:374,double,هل تريد MVP أم منتج كامل؟,Do you want an MVP or a complete product?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0129,frontend_public_static,frontend/src/pages/quote.tsx:381 | frontend/src/pages/quote.tsx:383 | frontend/src/pages/quote.tsx:424 | frontend/src/pages/quote.tsx:426 | frontend/src/pages/quote.tsx:861,double,نعم,Yes,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0130,frontend_public_static,frontend/src/pages/quote.tsx:392 | frontend/src/pages/quote.tsx:394 | frontend/src/pages/quote.tsx:435 | frontend/src/pages/quote.tsx:437 | frontend/src/pages/quote.tsx:861,double,لا,No,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0131,frontend_public_static,frontend/src/pages/quote.tsx:412,jsx,أسئلة خاصة بالموقع,Website Questions,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0132,frontend_public_static,frontend/src/pages/quote.tsx:415,double,هل الموقع تعريفي أم نظام تفاعلي؟,Is the website informational or an interactive system?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0133,frontend_public_static,frontend/src/pages/quote.tsx:416,double,هل تحتاج مدونة أو لوحة تحكم؟,Do you need a blog or an admin dashboard?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0134,frontend_public_static,frontend/src/pages/quote.tsx:417,double,هل تحتاج تحسين SEO؟,Do you need SEO optimization?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0135,frontend_public_static,frontend/src/pages/quote.tsx:455,jsx,أسئلة خاصة بالأتمتة,Automation Questions,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0136,frontend_public_static,frontend/src/pages/quote.tsx:458,jsx,ما العملية التي تريد أتمتتها؟,Which process do you want to automate?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0137,frontend_public_static,frontend/src/pages/quote.tsx:462,double,وصف مختصر...,Brief description...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0138,frontend_public_static,frontend/src/pages/quote.tsx:467,double,هل تحتاج ربط CRM؟,Do you need CRM integration?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0139,frontend_public_static,frontend/src/pages/quote.tsx:468,double,هل تحتاج إشعارات؟,Do you need notifications?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0140,frontend_public_static,frontend/src/pages/quote.tsx:532,double,مراجعة الطلب,Review the Request,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0141,frontend_public_static,frontend/src/pages/quote.tsx:532,double,تحديد أفضل حل تقني,Identify the Best Technical Solution,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0142,frontend_public_static,frontend/src/pages/quote.tsx:532,double,التواصل معك,Contact You,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0143,frontend_public_static,frontend/src/pages/quote.tsx:532,double,إرسال تصوّر أولي أو تحديد اجتماع,Send an Initial Concept or Schedule a Meeting,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0144,frontend_public_static,frontend/src/pages/quote.tsx:594,jsx,نحوّل فكرتك إلى خطة واضحة,We turn your idea into a clear plan,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0145,frontend_public_static,frontend/src/pages/quote.tsx:679,double,أدخل اسمك,Enter your name,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0146,frontend_public_static,frontend/src/pages/quote.tsx:706,double,اسم الشركة,Company Name,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0147,frontend_public_static,frontend/src/pages/quote.tsx:757,jsx,اختر نوع المشروع الذي تريد بناءه.,Choose the type of project you want to build.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0148,frontend_public_static,frontend/src/pages/quote.tsx:797,jsx,أخبرنا أكثر عن مشروعك.,Tell us more about your project.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0149,frontend_public_static,frontend/src/pages/quote.tsx:829,double,ما الهدف الرئيسي من هذا المشروع؟,What is the main goal of this project?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0150,frontend_public_static,frontend/src/pages/quote.tsx:876,double,أخبرنا أكثر عن مشروعك، متطلباتك، والجدول الزمني المطلوب...,"Tell us more about your project, requirements, and desired timeline...",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0151,frontend_public_static,frontend/src/pages/quote.tsx:999,double,صباحًا,Morning,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0152,frontend_public_static,frontend/src/pages/quote.tsx:1000,double,ظهرًا,Afternoon,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0153,frontend_public_static,frontend/src/pages/quote.tsx:1001,double,مساءً,Evening,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0154,frontend_public_static,frontend/src/pages/quote.tsx:1067,double,جاري الإرسال...,Submitting...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0155,frontend_public_static,frontend/src/pages/quote.tsx:1067,double,إرسال الطلب,Submit Request,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0156,frontend_public_static,frontend/src/pages/quote.tsx:1086,jsx,الاسم:,Name:,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0157,frontend_public_static,frontend/src/pages/quote.tsx:1094,jsx,الشركة:,Company:,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0158,frontend_public_static,frontend/src/pages/quote.tsx:1102,jsx,نوع المشروع:,Project Type:,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0159,frontend_public_static,frontend/src/pages/quote.tsx:1110,jsx,مرحلة المشروع:,Project Stage:,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0160,frontend_public_static,frontend/src/pages/quote.tsx:1119,jsx,حجم الشركة:,Company Size:,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0161,frontend_public_static,frontend/src/pages/quote.tsx:1128,jsx,الميزانية:,Budget:,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0162,frontend_public_static,frontend/src/pages/quote.tsx:1137,jsx,المدة:,Timeline:,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0163,frontend_public_static,frontend/src/pages/quote.tsx:1146,jsx,التواصل:,Contact:,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0259,frontend_public_static,frontend/src/components/BotTeaser.tsx:58,double,يدعم واتساب وتليجرام,Supports WhatsApp and Telegram,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0260,frontend_public_static,frontend/src/components/BotTeaser.tsx:59,double,متكامل مع موقعك,Integrated with your website,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0261,frontend_public_static,frontend/src/components/BotTeaser.tsx:60,double,تحليلات لحظية,Real-Time Analytics,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0262,frontend_public_static,frontend/src/components/FAQs.tsx:27 | frontend/src/components/FAQs.tsx:28,double,قبل بدء المشروع,Before Starting the Project,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0263,frontend_public_static,frontend/src/components/FAQs.tsx:29 | frontend/src/components/FAQs.tsx:33,double,التقنية والتنفيذ,Technology and Implementation,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0264,frontend_public_static,frontend/src/components/FAQs.tsx:30,double,الاستضافة والبنية التحتية,Hosting and Infrastructure,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0265,frontend_public_static,frontend/src/components/FAQs.tsx:31 | frontend/src/components/FAQs.tsx:32,double,التكلفة والمدة,Cost and Timeline,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0266,frontend_public_static,frontend/src/components/FAQs.tsx:37,double,عام,General,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0267,frontend_public_static,frontend/src/components/FAQs.tsx:46 | frontend/src/components/FAQs.tsx:48,double,استضاف,Hosting,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0268,frontend_public_static,frontend/src/components/FAQs.tsx:47,double,سيرفر,Server,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0269,frontend_public_static,frontend/src/components/FAQs.tsx:54,double,تقني,Technical,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0270,frontend_public_static,frontend/src/components/FAQs.tsx:55,double,سحاب,Cloud,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0271,frontend_public_static,frontend/src/components/FAQs.tsx:62 | frontend/src/components/FAQs.tsx:63,double,دفع,Payment,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0272,frontend_public_static,frontend/src/components/FAQs.tsx:64,double,سعر,Price,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0273,frontend_public_static,frontend/src/components/FAQs.tsx:65,double,مالي,Financial,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0274,frontend_public_static,frontend/src/components/FAQs.tsx:71,double,تطوير,Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0275,frontend_public_static,frontend/src/components/FAQs.tsx:72,double,كود,Code,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0276,frontend_public_static,frontend/src/components/FAQs.tsx:73,double,برمج,Programming,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0277,frontend_public_static,frontend/src/components/FAQs.tsx:79 | frontend/src/components/FAQs.tsx:80,double,إعداد,Setup,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0278,frontend_public_static,frontend/src/components/FAQs.tsx:81,double,تكوين,Configuration,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0279,frontend_public_static,frontend/src/components/FAQs.tsx:93,double,تحليل الفكرة,Idea Analysis,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0280,frontend_public_static,frontend/src/components/FAQs.tsx:94,double,تقدير المدة والتكلفة,Timeline and Cost Estimate,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0281,frontend_public_static,frontend/src/components/FAQs.tsx:95,double,خطة التنفيذ والدعم,Implementation and Support Plan,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0282,frontend_public_static,frontend/src/components/FAQs.tsx:108,jsx,هل لديك فكرة مشروع؟,Do you have a project idea?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0283,frontend_public_static,frontend/src/components/FAQs.tsx:148,double,حلول موثوقة وآمنة,Reliable and Secure Solutions,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0284,frontend_public_static,frontend/src/components/FAQs.tsx:149,double,نستخدم أفضل الممارسات لحماية مشروعك وبياناتك.,We follow best practices to protect your project and data.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0285,frontend_public_static,frontend/src/components/FAQs.tsx:153,double,فريق متخصص,Specialized Team,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0286,frontend_public_static,frontend/src/components/FAQs.tsx:154,double,خبرة في التصميم، البرمجة، وإدارة المشاريع الرقمية.,"Expertise in design, development, and digital project management.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0287,frontend_public_static,frontend/src/components/FAQs.tsx:158,double,تسليم في الوقت المحدد,On-Time Delivery,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0288,frontend_public_static,frontend/src/components/FAQs.tsx:159,double,نعمل بخطة واضحة وجدول زمني متفق عليه.,We work with a clear plan and an agreed timeline.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0289,frontend_public_static,frontend/src/components/FAQs.tsx:254,double,فشل تحميل الأسئلة الشائعة. يرجى المحاولة مرة أخرى.,Failed to load FAQs. Please try again.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0290,frontend_public_static,frontend/src/components/FAQs.tsx:328,jsx,جاري تحميل مركز المساعدة...,Loading Help Center...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0291,frontend_public_static,frontend/src/components/FAQs.tsx:428,double,ابحث عن التكلفة، المدة، الدعم، أو طريقة العمل...,"Search for cost, timeline, support, or how we work...",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0292,frontend_public_static,frontend/src/components/FAQs.tsx:439,template,"لـ ""${searchQuery}""","for ""${searchQuery}""",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0293,frontend_public_static,frontend/src/components/Footer.tsx:59,double,حدث خطأ أثناء الاشتراك,An error occurred while subscribing,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0294,frontend_public_static,frontend/src/components/Footer.tsx:71,double,تويتر,Twitter,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0295,frontend_public_static,frontend/src/components/Footer.tsx:78,double,إنستغرام,Instagram,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0296,frontend_public_static,frontend/src/components/Footer.tsx:92,double,لينكدإن,LinkedIn,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0297,frontend_public_static,frontend/src/components/Footer.tsx:99,double,فيسبوك,Facebook,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0298,frontend_public_static,frontend/src/components/Footer.tsx:109,double,"صنعاء, اليمن","Sana’a, Yemen",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0299,frontend_public_static,frontend/src/components/Footer.tsx:128,double,السبت - الخميس: 8 ص - 5 م,Saturday - Thursday: 8 AM - 5 PM,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0300,frontend_public_static,frontend/src/components/Footer.tsx:159,jsx,لا تتركها في رأسك.,Don’t leave it in your head.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0301,frontend_public_static,frontend/src/components/Footer.tsx:233 | frontend/src/components/Navbar.tsx:46 | frontend/src/lib/constants.ts:1,double,وكالة سمارت,Smart Agency,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0302,frontend_public_static,frontend/src/components/Footer.tsx:287 | frontend/src/components/Navbar.tsx:21 | frontend/src/components/hero/HeroSectionNav.tsx:4,double,الرئيسية,Home,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0303,frontend_public_static,frontend/src/components/Footer.tsx:288 | frontend/src/components/hero/HeroSectionNav.tsx:7,double,خدماتنا,Our Services,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0304,frontend_public_static,frontend/src/components/Footer.tsx:289 | frontend/src/components/Navbar.tsx:23 | frontend/src/components/hero/HeroSectionNav.tsx:6,double,أعمالنا,Our Work,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0305,frontend_public_static,frontend/src/components/Footer.tsx:290,double,فريقنا,Our Team,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0306,frontend_public_static,frontend/src/components/Footer.tsx:291,double,المدونة,Blog,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0307,frontend_public_static,frontend/src/components/Footer.tsx:408,double,بريدك الإلكتروني,Your email address,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0308,frontend_public_static,frontend/src/components/HostingPackages.tsx:57 | frontend/src/components/HostingPackages.tsx:89,double,وورد,WordPress,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0309,frontend_public_static,frontend/src/components/HostingPackages.tsx:63 | frontend/src/components/HostingPackages.tsx:86,double,أساسية,Basic,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0310,frontend_public_static,frontend/src/components/HostingPackages.tsx:68 | frontend/src/components/HostingPackages.tsx:87,double,متوسطة,Standard,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0311,frontend_public_static,frontend/src/components/HostingPackages.tsx:70,double,النمو,Growth,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0312,frontend_public_static,frontend/src/components/HostingPackages.tsx:75 | frontend/src/components/HostingPackages.tsx:88,double,متقدمة,Advanced,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0313,frontend_public_static,frontend/src/components/HostingPackages.tsx:86,double,مثالية للمواقع الصغيرة والبدايات الذكية.,Ideal for small websites and smart beginnings.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0314,frontend_public_static,frontend/src/components/HostingPackages.tsx:87,double,للشركات النامية والمشاريع الاحترافية.,For growing companies and professional projects.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0315,frontend_public_static,frontend/src/components/HostingPackages.tsx:88,double,للمشاريع الكبيرة والتطبيقات عالية الأداء.,For large projects and high-performance applications.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0316,frontend_public_static,frontend/src/components/HostingPackages.tsx:90,double,مخصصة لمواقع WordPress مع أداء محسن.,Built for WordPress websites with optimized performance.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0317,frontend_public_static,frontend/src/components/HostingPackages.tsx:92,double,خطة مرنة مصممة لدعم نمو مشروعك.,A flexible plan designed to support your project’s growth.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0318,frontend_public_static,frontend/src/components/HostingPackages.tsx:130,double,دعم فني سريع,Fast Technical Support,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0319,frontend_public_static,frontend/src/components/HostingPackages.tsx:131,double,حماية SSL,SSL Security,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0320,frontend_public_static,frontend/src/components/HostingPackages.tsx:132 | frontend/src/components/Technologies.tsx:240,double,أداء عالي,High Performance,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0321,frontend_public_static,frontend/src/components/HostingPackages.tsx:133,double,جاهز للتوسع,Ready to Scale,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0322,frontend_public_static,frontend/src/components/HostingPackages.tsx:232,double,فشل تحميل البيانات، يرجى المحاولة لاحقاً.,Failed to load data. Please try again later.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0323,frontend_public_static,frontend/src/components/HostingPackages.tsx:327,jsx,شهري,Monthly,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0324,frontend_public_static,frontend/src/components/HostingPackages.tsx:339,jsx,سنوي,Yearly,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0325,frontend_public_static,frontend/src/components/HostingPackages.tsx:402,template,كل مميزات ${base.name},All ${base.name} features,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0326,frontend_public_static,frontend/src/components/HostingPackages.tsx:437,double,الأكثر طلبًا,Most Popular,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0327,frontend_public_static,frontend/src/components/HostingPackages.tsx:512 | frontend/src/components/PackageSelectionModal.tsx:221,double,شهرياً,per month,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0328,frontend_public_static,frontend/src/components/HostingPackages.tsx:512 | frontend/src/components/PackageSelectionModal.tsx:221,double,سنوياً,per year,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0329,frontend_public_static,frontend/src/components/HostingPackages.tsx:527,double,التخزين,Storage,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0330,frontend_public_static,frontend/src/components/HostingPackages.tsx:535,double,النطاق,Bandwidth,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0331,frontend_public_static,frontend/src/components/HostingPackages.tsx:543,double,المعالج,CPU,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0332,frontend_public_static,frontend/src/components/HostingPackages.tsx:551,double,الذاكرة,Memory,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0333,frontend_public_static,frontend/src/components/HostingPackages.tsx:578,double,إخفاء التفاصيل,Hide Details,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0334,frontend_public_static,frontend/src/components/HostingPackages.tsx:579,double,عرض الكل,View All,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0335,frontend_public_static,frontend/src/components/HostingPackages.tsx:627,double,اختر الخطة,Choose Plan,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0336,frontend_public_static,frontend/src/components/HostingPackages.tsx:627 | frontend/src/components/blog/ArticleCTA.tsx:25,double | jsx,ابدأ الآن,Get Started,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0337,frontend_public_static,frontend/src/components/LatestBlogs.tsx:37,double,تعذر تحميل المقالات حالياً.,Unable to load articles right now.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0338,frontend_public_static,frontend/src/components/Navbar.tsx:22 | frontend/src/components/hero/HeroSectionNav.tsx:5,double,من نحن,About Us,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0339,frontend_public_static,frontend/src/components/Navbar.tsx:24,double,مدونة,Blog,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0340,frontend_public_static,frontend/src/components/Navbar.tsx:25 | frontend/src/components/hero/HeroSectionNav.tsx:9,double,تواصل معنا,Contact Us,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0341,frontend_public_static,frontend/src/components/Navbar.tsx:99,double,فتح القائمة,Open Menu,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0342,frontend_public_static,frontend/src/components/PackageSelectionModal.tsx:195,double,طلب خاص,Custom Request,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0343,frontend_public_static,frontend/src/components/PackageSelectionModal.tsx:195,double,تأكيد الطلب,Confirm Request,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0344,frontend_public_static,frontend/src/components/PackageSelectionModal.tsx:198,double,حلول المؤسسات,Enterprise Solutions,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0345,frontend_public_static,frontend/src/components/PackageSelectionModal.tsx:226,double,ر.س,SAR,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0346,frontend_public_static,frontend/src/components/PackageSelectionModal.tsx:258,double,مثال: محمد أحمد,Example: Mohammed Ahmed,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0347,frontend_public_static,frontend/src/components/PackageSelectionModal.tsx:304,double,اسم مؤسستك أو شركتك,Your organization or company name,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0348,frontend_public_static,frontend/src/components/PackageSelectionModal.tsx:324,double,صف لنا متطلبات السيرفر والمواصفات التي تحتاجها...,Describe the server requirements and specifications you need...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0349,frontend_public_static,frontend/src/components/PackageSelectionModal.tsx:325,double,أي تعليمات خاصة...,Any special instructions...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0350,frontend_public_static,frontend/src/components/PackageSelectionModal.tsx:353,jsx,جاري المعالجة...,Processing...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0351,frontend_public_static,frontend/src/components/PackageSelectionModal.tsx:357,double,إرسال طلب عرض سعر,Request a Quote,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0352,frontend_public_static,frontend/src/components/PackageSelectionModal.tsx:357,double,إتمام الطلب,Complete Order,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0353,frontend_public_static,frontend/src/components/Services.tsx:42,double,تطوير تطبيقات الجوال,Mobile App Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
