id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-1232,backend_source_example,backend/src/hosting-packages/dto/create-package-selection.dto.ts:55,single,أحتاج إلى دعم WordPress وSSL مجاني,I need WordPress support and free SSL,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1233,backend_source_example,backend/src/blog/dto/create-blog.dto.ts:88,single,كيف تبني تطبيق ناجح,How to Build a Successful App,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1234,backend_source_example,backend/src/blog/dto/create-blog.dto.ts:104,single,<p>محتوى المقال...</p>,<p>Article content...</p>,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1235,backend_source_example,backend/src/blog/dto/create-blog.dto.ts:104,jsx,محتوى المقال...,Article content...,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1236,backend_source_example,backend/src/blog/dto/create-blog.dto.ts:112,single,تعلم كيفية بناء تطبيق ناجح من الصفر...,Learn how to build a successful app from scratch...,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1237,backend_source_example,backend/src/about/dto/create-about.dto.ts:17,single,لا نبني مواقع فقط... نبني أنظمة رقمية تساعد الشركات على النمو,We don’t just build websites... we build digital systems that help companies grow,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1238,backend_source_example,backend/src/about/dto/create-about.dto.ts:26,single,سمارت وكالة تقنية تجمع بين الاستراتيجية، تجربة المستخدم، التصميم، البرمجة، والذكاء الاصطناعي,"Smart is a technology agency that combines strategy, user experience, design, development, and artificial intelligence",developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1239,backend_source_example,backend/src/about/dto/create-about.dto.ts:34,single,من نحن,About Us,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1240,backend_source_example,backend/src/about/dto/create-about.dto.ts:50 | backend/src/about/dto/create-about.dto.ts:366,single,ابدأ مشروعك معنا,Start Your Project with Us,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1241,backend_source_example,backend/src/about/dto/create-about.dto.ts:66,single,شاهد أعمالنا,View Our Work,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1242,backend_source_example,backend/src/about/dto/create-about.dto.ts:82,single,استراتيجية قبل التنفيذ,Strategy Before Execution,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1243,backend_source_example,backend/src/about/dto/create-about.dto.ts:82,single,تصميم يخدم التحويل,Design That Drives Conversion,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1244,backend_source_example,backend/src/about/dto/create-about.dto.ts:93,single,لماذا وُجدت سمارت؟,Why Was Smart Created?,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1245,backend_source_example,backend/src/about/dto/create-about.dto.ts:102,single,كثير من المشاريع لا تفشل بسبب ضعف الفكرة، بل بسبب ضعف تحويلها إلى تجربة واضحة,"Many projects do not fail because the idea is weak, but because the idea is poorly translated into a clear experience",developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1246,backend_source_example,backend/src/about/dto/create-about.dto.ts:110,single,أفكار قوية تضيع بسبب تنفيذ تقليدي,Strong ideas are lost through conventional execution,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1247,backend_source_example,backend/src/about/dto/create-about.dto.ts:119,single,نحن لا نتعامل مع المشروع كتصميم أو كود فقط,We do not treat a project as just design or code,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1248,backend_source_example,backend/src/about/dto/create-about.dto.ts:137,single,نفهم قبل أن نصمم,We understand before we design,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1249,backend_source_example,backend/src/about/dto/create-about.dto.ts:145,single,نبدأ بفهم الهدف التجاري، طبيعة الجمهور، رحلة المستخدم,"We start by understanding the business goal, the audience, and the user journey",developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1250,backend_source_example,backend/src/about/dto/create-about.dto.ts:153,single,مخرجات أوضح قبل الدخول في التصميم والتنفيذ,Clearer outputs before moving into design and implementation,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1251,backend_source_example,backend/src/about/dto/create-about.dto.ts:171,single,نفهم المنتج وليس الكود فقط,"We understand the product, not just the code",developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1252,backend_source_example,backend/src/about/dto/create-about.dto.ts:179,single,نتعامل مع كل مشروع كسير عمل وتجربة وهدف تجاري,"We treat every project as a workflow, an experience, and a business objective",developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1253,backend_source_example,backend/src/about/dto/create-about.dto.ts:205,single,الاكتشاف والتحليل,Discovery and Analysis,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1254,backend_source_example,backend/src/about/dto/create-about.dto.ts:213,single,نحدد الهدف، الجمهور، نطاق المشروع، الأولويات,"We define the goal, audience, project scope, and priorities",developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1255,backend_source_example,backend/src/about/dto/create-about.dto.ts:221,single,ملخص المتطلبات وخريطة أولية للحل,Requirements summary and an initial solution map,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1256,backend_source_example,backend/src/about/dto/create-about.dto.ts:247,single,لا نبدأ قبل فهم الهدف,We do not start before understanding the goal,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1257,backend_source_example,backend/src/about/dto/create-about.dto.ts:255,single,كل قرار تصميمي أو تقني يجب أن يخدم هدفًا واضحًا,Every design or technical decision must serve a clear objective,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1258,backend_source_example,backend/src/about/dto/create-about.dto.ts:263,single,قبل التصميم نسأل: ما القرار الذي نريد من المستخدم اتخاذه؟,"Before designing, we ask: what decision do we want the user to make?",developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1259,backend_source_example,backend/src/about/dto/create-about.dto.ts:289,single,مشروع رقمي,Digital Project,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1260,backend_source_example,backend/src/about/dto/create-about.dto.ts:305,single,بين مواقع تعريفية، متاجر إلكترونية، تطبيقات,"Across corporate websites, e-commerce stores, and applications",developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1261,backend_source_example,backend/src/about/dto/create-about.dto.ts:315,single,فريق صغير بعقلية تنفيذ كبيرة,A small team with a big execution mindset,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1262,backend_source_example,backend/src/about/dto/create-about.dto.ts:323,single,نؤمن أن قوة الوكالة لا تقاس بعدد الأشخاص فقط,We believe an agency’s strength is not measured by headcount alone,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1263,backend_source_example,backend/src/about/dto/create-about.dto.ts:331,single,تواصل مباشر وواضح,Direct and Clear Communication,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1264,backend_source_example,backend/src/about/dto/create-about.dto.ts:331,single,قرارات مبنية على هدف المشروع,Decisions Based on the Project Goal,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1265,backend_source_example,backend/src/about/dto/create-about.dto.ts:350,single,هل لديك فكرة وتريد تحويلها إلى منتج رقمي حقيقي؟,Do you have an idea you want to turn into a real digital product?,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1266,backend_source_example,backend/src/about/dto/create-about.dto.ts:358,single,شاركنا فكرتك، وسنساعدك على تحويلها إلى تجربة واضحة,"Share your idea with us, and we’ll help you turn it into a clear experience",developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1267,backend_source_example,backend/src/about/dto/create-about.dto.ts:382,single,استعرض أعمالنا,Explore Our Work,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1268,backend_source_example,backend/src/about/dto/create-about.dto.ts:400,single,من نحن | وكالة سمارت للحلول الرقمية والبرمجية,About Us | Smart Agency for Digital and Software Solutions,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1269,backend_source_example,backend/src/about/dto/create-about.dto.ts:409,single,تعرف على وكالة سمارت: شريك تقني يساعد الشركات على بناء مواقع وتطبيقات,Learn about Smart Agency: a technology partner that helps companies build websites and applications,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1270,backend_source_example,backend/src/about/dto/create-about.dto.ts:417,single,وكالة سمارت,Smart Agency,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1271,backend_source_example,backend/src/about/dto/create-about.dto.ts:417,single,شركة برمجة,Software Company,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1272,backend_source_example,backend/src/about/dto/create-about.dto.ts:417,single,تصميم مواقع,Web Design,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1273,backend_source_example,backend/src/about/dto/create-about.dto.ts:444,single,أن تكون سمارت الشريك التقني الأقرب للشركات والمشاريع الطموحة,To make Smart the closest technology partner for ambitious companies and projects,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1274,backend_source_example,backend/src/about/dto/create-about.dto.ts:453,single,مهمتنا هي مساعدة المشاريع على الانتقال من فكرة مبعثرة إلى منتج رقمي واضح,Our mission is to help projects move from a scattered idea to a clear digital product,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1275,backend_source_example,backend/src/about/dto/create-about.dto.ts:461,single,نعمل بمنهجية تبدأ بفهم الهدف والسوق والمستخدم,"We follow an approach that starts with understanding the goal, market, and user",developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1276,backend_source_example,backend/src/testimonials/dto/create-testimonial.dto.ts:32 | backend/src/leads/dto/create-lead.dto.ts:35,single,شركة النجاح,Al-Najah Company,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1277,backend_source_example,backend/src/testimonials/dto/create-testimonial.dto.ts:56,single,عمل احترافي وتواصل ممتاز. أنصح بهم بشدة!,Professional work and excellent communication. Highly recommended!,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1278,backend_source_example,backend/src/team/dto/create-team-member.dto.ts:19,single,أحمد علي,Ahmed Ali,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1279,backend_source_example,backend/src/team/dto/create-team-member.dto.ts:51,single,مطور خبير مع 5 سنوات خبرة في تطوير تطبيقات الويب,Experienced developer with 5 years of experience in web application development,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1280,backend_source_example,backend/src/team/dto/create-team-member.dto.ts:59,single,مدمن قهوة ☕,Coffee addict ☕,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1281,backend_source_example,backend/src/leads/dto/create-lead.dto.ts:76,single,أريد تطوير موقع تجارة إلكترونية...,I want to develop an e-commerce website...,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1282,backend_source_example,backend/src/leads/dto/create-lead.dto.ts:109,single,إطلاق متجر إلكتروني لإدارة الطلبات,Launch an e-commerce store to manage orders,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1283,backend_source_example,backend/src/technologies/dto/create-technology.dto.ts:41,single,نستخدمها لسرعة استجابة البيانات (Caching),We use it to improve data response speed (caching),developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1284,backend_source_example,backend/src/projects/dto/create-project.dto.ts:18,single,زيادة المبيعات,Increase Sales,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1285,backend_source_example,backend/src/projects/dto/create-project.dto.ts:67,single,مدة التنفيذ,Implementation Duration,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1286,backend_source_example,backend/src/projects/dto/create-project.dto.ts:72 | backend/src/projects/dto/create-project.dto.ts:194,single,45 يوم,45 days,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1287,backend_source_example,backend/src/projects/dto/create-project.dto.ts:84,single,متجر ريم,Reem Store,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1288,backend_source_example,backend/src/projects/dto/create-project.dto.ts:99,single,تطبيق متجر إلكتروني متكامل,Integrated E-Commerce Application,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1289,backend_source_example,backend/src/projects/dto/create-project.dto.ts:107,single,كان العميل يعاني من صعوبة في إدارة المبيعات...,The client was struggling to manage sales...,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1290,backend_source_example,backend/src/projects/dto/create-project.dto.ts:115,single,قمنا بتطوير نظام متكامل يشمل...,We developed an integrated system that includes...,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1291,backend_source_example,backend/src/projects/dto/create-project.dto.ts:170,single,شركة ريم,Reem Company,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1292,backend_source_example,backend/src/projects/dto/create-project.dto.ts:186,single,تعليم,Education,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1293,backend_source_example,backend/src/company-info/dto/create-company-info.dto.ts:50,single,"صنعاء, اليمن","Sana’a, Yemen",developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1294,backend_source_example,backend/src/company-info/dto/create-company-info.dto.ts:66,single,الأحد - الخميس: 8 ص - 5 م,Sunday - Thursday: 8 AM - 5 PM,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1295,backend_source_example,backend/src/project-categories/schemas/project-category.schema.ts:12 | backend/src/project-categories/dto/create-project-category.dto.ts:21,single,مواقع إلكترونية,Websites,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1296,backend_source_example,backend/src/services/dto/create-service.dto.ts:14,single,تصميم وتطوير مواقع الويب,Web Design and Development,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1297,backend_source_example,backend/src/services/dto/create-service.dto.ts:22,single,حلول ويب متكاملة بدءًا من المواقع البسيطة وحتى الأنظمة المعقدة,Integrated web solutions ranging from simple websites to complex systems,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1298,backend_source_example,backend/src/services/dto/create-service.dto.ts:56,single,تصميم متجاوب,Responsive Design,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1299,backend_source_example,backend/src/services/dto/create-service.dto.ts:56,single,SEO محسّن,SEO Optimized,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1300,backend_source_example,backend/src/services/dto/create-service.dto.ts:56,single,أداء عالي,High Performance,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1301,backend_source_example,backend/src/services/dto/create-service.dto.ts:90,single,حلول ويب متكاملة بأحدث التقنيات,Integrated Web Solutions Using Modern Technologies,developer-doc/example; localize only if exposed,Developer/API example text; localize only if it is exposed to end users.
SMART-I18N-1486,database_operational,leads.json::محمد أحمد,fullName,محمد أحمد,Mohammed Ahmed,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1487,database_operational,leads.json::محمد أحمد,companyName,شركة التقنية المتقدمة,Advanced Technology Company,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1488,database_operational,leads.json::محمد أحمد,message,نرغب في تطوير موقع إلكتروني لشركتنا مع نظام إدارة محتوى متقدم,We would like to develop a corporate website with an advanced content management system,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1489,database_operational,leads.json::محمد أحمد | leads.json::خالد يوسف,source,الموقع الإلكتروني,Website,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1490,database_operational,leads.json::محمد أحمد,projectGoal,تحسين الحضور الرقمي للشركة,Improve the company’s digital presence,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1491,database_operational,leads.json::سارة خالد,fullName,سارة خالد,Sarah Khaled,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1492,database_operational,leads.json::سارة خالد,companyName,متجر الأزياء الأنيق,Elegant Fashion Store,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1493,database_operational,leads.json::سارة خالد,message,نحتاج إلى تطوير متجر إلكتروني متكامل مع نظام دفع وإدارة طلبات,We need a complete e-commerce store with payment and order management systems,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1494,database_operational,leads.json::سارة خالد,notes,تم التواصل مع العميل وتم تحديد موعد للاجتماع,The client was contacted and a meeting was scheduled,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1495,database_operational,leads.json::سارة خالد,source,الإحالة,Referral,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1496,database_operational,leads.json::سارة خالد,projectGoal,إطلاق متجر إلكتروني لإدارة الطلبات والمنتجات وربط واتساب,Launch an e-commerce store to manage orders and products and integrate WhatsApp,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1497,database_operational,leads.json::علي حسن,fullName,علي حسن,Ali Hassan,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1498,database_operational,leads.json::علي حسن,companyName,مؤسسة التصنيع الحديث,Modern Manufacturing Establishment,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1499,database_operational,leads.json::علي حسن,message,نبحث عن نظام ERP شامل لإدارة عمليات التصنيع والمخزون,We are looking for a comprehensive ERP system to manage manufacturing and inventory operations,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1500,database_operational,leads.json::علي حسن,notes,تم إرسال العرض الفني والمالي، في انتظار الرد,The technical and financial proposal was sent; awaiting a response,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1501,database_operational,leads.json::علي حسن,source,البريد الإلكتروني,Email,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1502,database_operational,leads.json::علي حسن,projectGoal,دمج عدة أنظمة منفصلة في نظام واحد موحد,Merge several separate systems into one unified system,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1503,database_operational,leads.json::فاطمة محمود,fullName,فاطمة محمود,Fatima Mahmoud,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1504,database_operational,leads.json::فاطمة محمود,companyName,مطعم الطعم الأصيل,Authentic Taste Restaurant,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1505,database_operational,leads.json::فاطمة محمود,message,نريد تطبيق جوال لطلب الطعام مع نظام توصيل,We want a mobile food-ordering application with a delivery system,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1506,database_operational,leads.json::فاطمة محمود,notes,في مرحلة التفاوض على السعر والمواصفات النهائية,Currently negotiating the price and final specifications,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1507,database_operational,leads.json::فاطمة محمود,source,وسائل التواصل الاجتماعي,Social Media,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1508,database_operational,leads.json::فاطمة محمود,projectGoal,بناء MVP لتطبيق طلب طعام مع لوحة تحكم,Build an MVP for a food-ordering application with an admin dashboard,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1509,database_operational,leads.json::خالد يوسف,fullName,خالد يوسف,Khaled Yousef,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1510,database_operational,leads.json::خالد يوسف,companyName,شركة الخدمات اللوجستية,Logistics Services Company,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1511,database_operational,leads.json::خالد يوسف,message,نحتاج إلى أتمتة عمليات التوصيل وإدارة الأسطول,We need to automate delivery operations and fleet management,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1512,database_operational,leads.json::خالد يوسف,notes,تم إغلاق الصفقة بنجاح، سيبدأ المشروع الأسبوع القادم,The deal was successfully closed; the project will start next week,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1513,database_operational,leads.json::خالد يوسف | leads.json::عبدالله حسن,projectGoal | message,أتمتة استقبال الطلبات من واتساب وربطها بجدول متابعة,Automate receiving orders from WhatsApp and link them to a tracking sheet,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1514,database_operational,leads.json::أحمد القباطي,fullName,أحمد القباطي,Ahmed Al-Qubati,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1515,database_operational,leads.json::أحمد القباطي,companyName,مؤسسة القباطي التجارية,Al-Qubati Trading Establishment,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1516,database_operational,leads.json::أحمد القباطي,message,أريد معرفة المزيد عن خدمات تطوير المواقع.,I would like to learn more about your website development services.,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1517,database_operational,leads.json::مازن علي,fullName,مازن علي,Mazen Ali,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1518,database_operational,leads.json::مازن علي,companyName,خدمة محلية ناشئة,Local Startup Service,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1519,database_operational,leads.json::مازن علي,message | projectGoal,بناء MVP لتطبيق خدمات محلية مع لوحة تحكم,Build an MVP for a local-services app with an admin dashboard,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1520,database_operational,leads.json::عبدالله حسن,fullName,عبدالله حسن,Abdullah Hassan,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-1521,database_operational,leads.json::عبدالله حسن,companyName,شركة توزيع,Distribution Company,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-2319,database_operational,users.json::فاطمة علي,name,فاطمة علي,Fatima Ali,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
SMART-I18N-2320,database_operational,users.json::خالد حسن,name,خالد حسن,Khaled Hassan,do-not-auto-translate-user-generated,Audit translation/transliteration only; do not persist as a second-language copy of user-entered operational data.
