id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-0391,frontend_public_static,frontend/src/components/Technologies.tsx:46 | frontend/src/components/Technologies.tsx:330,double,تجربة الواجهة,Frontend Experience,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0392,frontend_public_static,frontend/src/components/Technologies.tsx:49,double,نبني واجهات سريعة، متجاوبة، وأنيقة تمنح المستخدم تجربة واضحة وسلسة على مختلف الأجهزة.,"We build fast, responsive, elegant interfaces that deliver a clear and seamless experience across devices.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0393,frontend_public_static,frontend/src/components/Technologies.tsx:53,double,إدارة البيانات,Data Management,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0394,frontend_public_static,frontend/src/components/Technologies.tsx:56,double,ننظم البيانات بطريقة آمنة ومرنة تساعد المنتج على النمو، التحليل، والتكامل مع الخدمات الأخرى.,"We organize data securely and flexibly to support product growth, analytics, and integration with other services.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0395,frontend_public_static,frontend/src/components/Technologies.tsx:60 | frontend/src/components/team/team-utils.ts:6,double,تطبيقات الجوال,Mobile Applications,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0396,frontend_public_static,frontend/src/components/Technologies.tsx:63,double,نطوّر تطبيقات جوال عملية وسلسة تدعم تجربة المستخدم وتتكامل مع أنظمة المنتج الأساسية.,"We develop practical, smooth mobile applications that enhance the user experience and integrate with core product systems.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0397,frontend_public_static,frontend/src/components/Technologies.tsx:67 | frontend/src/components/Technologies.tsx:340,double,التشغيل والنشر,Operations and Deployment,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0398,frontend_public_static,frontend/src/components/Technologies.tsx:70,double,نضمن نشرًا مستقرًا، مراقبة مستمرة، وبيئة تشغيل تساعد على استقرار المنتج واستمراره.,"We ensure stable deployment, continuous monitoring, and a reliable operating environment that keeps your product running smoothly.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0399,frontend_public_static,frontend/src/components/Technologies.tsx:74 | frontend/src/components/Technologies.tsx:345,double,الذكاء والأتمتة,Intelligence and Automation,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0400,frontend_public_static,frontend/src/components/Technologies.tsx:77,double,نستخدم الأتمتة والذكاء الاصطناعي لتقليل العمل اليدوي، ربط الأنظمة، وتحسين كفاءة التشغيل.,"We use automation and AI to reduce manual work, connect systems, and improve operational efficiency.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0401,frontend_public_static,frontend/src/components/Technologies.tsx:81,double,الذكاء الاصطناعي,Artificial Intelligence,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0402,frontend_public_static,frontend/src/components/Technologies.tsx:84,double,نربط المنتجات بحلول ذكاء اصطناعي عملية تساعد في البحث، التحليل، الدعم، وأتمتة العمليات.,"We integrate products with practical AI solutions for search, analysis, support, and process automation.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0403,frontend_public_static,frontend/src/components/Technologies.tsx:88,double,تقنيات مساعدة,Supporting Technologies,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0404,frontend_public_static,frontend/src/components/Technologies.tsx:91,double,تقنيات وأدوات داعمة نستخدمها حسب احتياج كل منتج لضمان تجربة أفضل واستقرار أعلى.,Supporting technologies and tools selected for each product’s needs to ensure a better experience and greater reliability.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0405,frontend_public_static,frontend/src/components/Technologies.tsx:143,jsx,تقنية,Technology,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0406,frontend_public_static,frontend/src/components/Technologies.tsx:148,jsx,طبقات تقنية,Technology Layers,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0407,frontend_public_static,frontend/src/components/Technologies.tsx:156,jsx,منظومة عمل متكاملة,Integrated Technology Ecosystem,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0408,frontend_public_static,frontend/src/components/Technologies.tsx:241,double,هيكلة نظيفة,Clean Architecture,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0409,frontend_public_static,frontend/src/components/Technologies.tsx:242,double,قابلية توسع,Scalability,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0410,frontend_public_static,frontend/src/components/Technologies.tsx:243,double,أمان متقدم,Advanced Security,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0411,frontend_public_static,frontend/src/components/Technologies.tsx:331,double,نصمم واجهات سريعة، متجاوبة، وتقدم أفضل تجربة للمستخدم.,"We design fast, responsive interfaces that deliver the best possible user experience.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0412,frontend_public_static,frontend/src/components/Technologies.tsx:336,double,نبني أنظمة خلفية قوية وقابلة للتوسع تدعم نمو منتجاتك.,"We build robust, scalable backend systems that support your product’s growth.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0413,frontend_public_static,frontend/src/components/Technologies.tsx:341,double,نضمن نشرًا مستقرًا، مراقبة مستمرة، ونسخًا احتياطيًا يحافظ على استمرارية خدماتك.,"We ensure stable deployment, continuous monitoring, and backups that maintain service continuity.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0414,frontend_public_static,frontend/src/components/Technologies.tsx:346,double,نستخدم الذكاء الاصطناعي والأتمتة لزيادة الكفاءة وتقليل العمل اليدوي.,We use AI and automation to increase efficiency and reduce manual work.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0415,frontend_public_static,frontend/src/components/Technologies.tsx:402,double,فشل تحميل التقنيات. يرجى المحاولة مرة أخرى.,Failed to load technologies. Please try again.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0416,frontend_public_static,frontend/src/components/Technologies.tsx:441,jsx,جاري تحميل التقنيات...,Loading technologies...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0417,frontend_public_static,frontend/src/components/Testimonials.tsx:53,jsx,نتائج حقيقية,Real Results,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0418,frontend_public_static,frontend/src/components/Testimonials.tsx:90 | frontend/src/components/Testimonials.tsx:157,double,شعار الشركة,Company Logo,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0419,frontend_public_static,frontend/src/components/Testimonials.tsx:104,jsx,ملخص المشروع,Project Summary,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0420,frontend_public_static,frontend/src/components/Testimonials.tsx:109,jsx,تصميم وتجربة المستخدم,Design and User Experience,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0421,frontend_public_static,frontend/src/components/Testimonials.tsx:113,jsx,تطوير موقع احترافي,Professional Website Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0422,frontend_public_static,frontend/src/components/Testimonials.tsx:119,jsx,النتيجة,The Result,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0423,frontend_public_static,frontend/src/components/Testimonials.tsx:121,jsx,تجربة رقمية أكثر وضوحًا واحترافية,A clearer and more professional digital experience,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0424,frontend_public_static,frontend/src/components/Testimonials.tsx:177,jsx,مشروع تم تسليمه بنجاح,Successfully Delivered Project,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0425,frontend_public_static,frontend/src/components/Testimonials.tsx:181,jsx,متوسط التقييم من عملائنا,Average Client Rating,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0426,frontend_public_static,frontend/src/components/Testimonials.tsx:185,jsx,قطاعات تنوع في الخبرات,Industries Representing Diverse Experience,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0427,frontend_public_static,frontend/src/components/layout/FloatingSectionNav.tsx:6,double,الخدمات,Services,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0428,frontend_public_static,frontend/src/components/layout/FloatingSectionNav.tsx:7,double,الأعمال,Work,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0429,frontend_public_static,frontend/src/components/layout/FloatingSectionNav.tsx:8 | frontend/src/components/hero/HeroSectionNav.tsx:8,double,التقنيات,Technologies,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0430,frontend_public_static,frontend/src/components/layout/FloatingSectionNav.tsx:9,double,العملاء,Clients,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0431,frontend_public_static,frontend/src/components/layout/FloatingSectionNav.tsx:10,double,الباقات,Plans,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0432,frontend_public_static,frontend/src/components/layout/FloatingSectionNav.tsx:11,double,تواصل,Contact,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0433,frontend_public_static,frontend/src/components/ui/StateViews.tsx:71,single,حدث خطأ,An Error Occurred,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0434,frontend_public_static,frontend/src/components/scroll-snap/ScrollSnapContainer.tsx:210,double,القسم الحالي,Current Section,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0435,frontend_public_static,frontend/src/components/scroll-snap/ScrollSnapContainer.tsx:212,double,تمت زيارته,Visited,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0436,frontend_public_static,frontend/src/components/blog/ArticleCTA.tsx:6,double,حوّل فكرتك إلى منتج رقمي واضح,Turn Your Idea into a Clear Digital Product,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0437,frontend_public_static,frontend/src/components/blog/ArticleCTA.tsx:8,double,فريق Smart Agency يساعدك على التخطيط، التصميم، التطوير، والإطلاق بمنهج عملي ونتائج مضمونة.,"The Smart Agency team helps you plan, design, develop, and launch with a practical approach and reliable results.",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0438,frontend_public_static,frontend/src/components/blog/ArticleHero.tsx:71,double,مشاركة المقال,Share Article,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0439,frontend_public_static,frontend/src/components/blog/AuthorBox.tsx:26,double,فريق المنتجات الرقمية,Digital Products Team,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0440,frontend_public_static,frontend/src/components/blog/AuthorBox.tsx:26,jsx,"{blog.authorRole || ""فريق المنتجات الرقمية""}","{blog.authorRole || ""Digital Products Team""}",i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0441,frontend_public_static,frontend/src/components/blog/BlogEmptyState.tsx:4,jsx,لا توجد مقالات مطابقة,No Matching Articles,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0442,frontend_public_static,frontend/src/components/blog/BlogEmptyState.tsx:5,jsx,جرّب تغيير البحث أو الفلاتر الحالية.,Try changing your search or current filters.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0443,frontend_public_static,frontend/src/components/blog/BlogHero.tsx:32,double,ابحث في المقالات والأدلة...,Search articles and guides...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0444,frontend_public_static,frontend/src/components/blog/BlogInsightCard.tsx:42,double,رؤية عملية من فريق Smart Agency حول بناء منتجات رقمية أفضل.,Practical insights from the Smart Agency team on building better digital products.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0445,frontend_public_static,frontend/src/components/blog/BlogSidebar.tsx:29,jsx,وسوم شائعة,Popular Tags,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0446,frontend_public_static,frontend/src/components/blog/BlogSidebar.tsx:48,jsx,هل لديك فكرة منتج؟,Do you have a product idea?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0447,frontend_public_static,frontend/src/components/blog/CategoryTabs.tsx:12 | frontend/src/components/projects/ProjectsShowcase.tsx:32 | frontend/src/components/projects/ProjectsShowcase.tsx:54 | frontend/src/components/projects/ProjectsShowcase.tsx:64,double,الكل,All,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0448,frontend_public_static,frontend/src/components/blog/FeaturedArticle.tsx:10,jsx,المقال المميز,Featured Article,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0449,frontend_public_static,frontend/src/components/blog/RelatedArticles.tsx:15,jsx,مقالات ذات صلة,Related Articles,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0450,frontend_public_static,frontend/src/components/blog/TableOfContents.tsx:45,jsx,في هذا المقال,In This Article,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0451,frontend_public_static,frontend/src/components/blog/blogUtils.ts:4,double,مقال,Article,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0452,frontend_public_static,frontend/src/components/blog/blogUtils.ts:5,double,دليل عملي,Practical Guide,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0453,frontend_public_static,frontend/src/components/blog/blogUtils.ts:6,double,دراسة حالة,Case Study,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0454,frontend_public_static,frontend/src/components/blog/blogUtils.ts:7,double,رؤية تقنية,Technical Insight,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0455,frontend_public_static,frontend/src/components/blog/blogUtils.ts:8,double,خبر,News,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0456,frontend_public_static,frontend/src/components/blog/blogUtils.ts:23 | frontend/src/components/blog/blogUtils.ts:25,double,فريق Smart Agency,Smart Agency Team,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0457,frontend_public_static,frontend/src/components/about/AboutHero.tsx:30,double,الاستراتيجية والتخطيط,Strategy and Planning,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0458,frontend_public_static,frontend/src/components/about/AboutHero.tsx:31,double,تصميم واجهات المستخدم UX/UI,UX/UI Design,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0459,frontend_public_static,frontend/src/components/about/AboutHero.tsx:32,double,التطوير البرمجي المتقن,High-Quality Software Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0460,frontend_public_static,frontend/src/components/about/AboutHero.tsx:33,double,الإطلاق والتشغيل الآمن,Secure Launch and Operations,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0461,frontend_public_static,frontend/src/components/about/AboutHero.tsx:34,double,النمو والتحسين المستمر,Growth and Continuous Improvement,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0462,frontend_public_static,frontend/src/components/about/AboutHero.tsx:66,double,نصنع المستقبل الرقمي,Building the Digital Future,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0463,frontend_public_static,frontend/src/components/about/AboutProcess.tsx:94,jsx,المخرج النهائي:,Final Deliverable:,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0464,frontend_public_static,frontend/src/components/about/AboutValues.tsx:83,jsx,قيمنا الجوهرية,Our Core Values,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0465,frontend_public_static,frontend/src/components/about/AboutValues.tsx:88,jsx,المبادئ التي,The Principles That,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0466,frontend_public_static,frontend/src/components/about/AboutValues.tsx:247,jsx,قيمة أساسية,Core Value,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0467,frontend_public_static,frontend/src/components/team/FeaturedTeamMember.tsx:75,jsx,المهارات الأساسية,Core Skills,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0468,frontend_public_static,frontend/src/components/team/FeaturedTeamMember.tsx:92,jsx,مشروع مكتمل,Completed Project,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0469,frontend_public_static,frontend/src/components/team/FeaturedTeamMember.tsx:118,double,عرض الملف المهني,View Professional Profile,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0470,frontend_public_static,frontend/src/components/team/FeaturedTeamMember.tsx:120,jsx,عرض الملف,View Profile,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0471,frontend_public_static,frontend/src/components/team/TeamProfileDrawer.tsx:44,jsx,الملف المهني,Professional Profile,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0472,frontend_public_static,frontend/src/components/team/TeamProfileDrawer.tsx:101,jsx,منذ {new Date(member.joinedAt).getFullYear()},Since {new Date(member.joinedAt).getFullYear()},i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0473,frontend_public_static,frontend/src/components/team/TeamSectionHeader.tsx:21,jsx,تجربة رقمية ناجحة,A Successful Digital Experience,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0474,frontend_public_static,frontend/src/components/team/TeamStats.tsx:15 | frontend/src/components/projects/ProjectsShowcase.tsx:123,double,مشروع,Project,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0475,frontend_public_static,frontend/src/components/team/TeamStats.tsx:20,double,تخصصات,Specializations,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0476,frontend_public_static,frontend/src/components/team/TeamStats.tsx:25,double,من الفكرة إلى الإطلاق,From Idea to Launch,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0477,frontend_public_static,frontend/src/components/team/team-utils.ts:3,double,الإدارة,Management,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0478,frontend_public_static,frontend/src/components/team/team-utils.ts:4,double,تطوير الخلفية,Backend Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0479,frontend_public_static,frontend/src/components/team/team-utils.ts:5,double,تطوير الواجهات,Frontend Development,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0480,frontend_public_static,frontend/src/components/team/team-utils.ts:7,double,البنية والتشغيل,Infrastructure and Operations,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0481,frontend_public_static,frontend/src/components/team/team-utils.ts:8,double,التصميم وتجربة المستخدم,Design and User Experience,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0482,frontend_public_static,frontend/src/components/team/team-utils.ts:9,double,ضمان الجودة,Quality Assurance,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0483,frontend_public_static,frontend/src/components/team/team-utils.ts:10,double,التسويق والنمو,Marketing and Growth,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0484,frontend_public_static,frontend/src/components/team/team-utils.ts:11,double,الدعم الفني,Technical Support,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0485,frontend_public_static,frontend/src/components/team/team-utils.ts:14,double,فريق سمارت,Smart Team,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0486,frontend_public_static,frontend/src/components/projects/ProjectBentoGrid.tsx:26 | frontend/src/components/projects/ProjectEmptyState.tsx:12,double,لا توجد مشاريع في هذا التصنيف حالياً,There are currently no projects in this category,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0487,frontend_public_static,frontend/src/components/projects/ProjectBentoGrid.tsx:27 | frontend/src/components/projects/ProjectEmptyState.tsx:13,double,نعمل على إضافة نماذج جديدة قريباً.,We’re working on adding new examples soon.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0488,frontend_public_static,frontend/src/components/projects/ProjectBentoGrid.tsx:28,double,عرض كل المشاريع,View All Projects,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0489,frontend_public_static,frontend/src/components/projects/ProjectCard.tsx:148,double,فتح المشروع,Open Project,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0490,frontend_public_static,frontend/src/components/projects/ProjectCard.tsx:156,double,عرض التفاصيل,View Details,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0491,frontend_public_static,frontend/src/components/projects/ProjectsShowcase.tsx:93,double,فشل تحميل المشاريع. يرجى المحاولة مرة أخرى.,Failed to load projects. Please try again.,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0492,frontend_public_static,frontend/src/components/projects/ProjectsShowcase.tsx:124,double,تصنيف ومجال,Category and Industry,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0493,frontend_public_static,frontend/src/components/projects/ProjectsShowcase.tsx:174,jsx,جاري تحميل المشاريع...,Loading projects...,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0494,frontend_public_static,frontend/src/components/projects/details/ProjectGallery.tsx:57,jsx,معرض اللقطات الفنية,Technical Screenshots Gallery,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0495,frontend_public_static,frontend/src/components/projects/details/ProjectHero.tsx:26,jsx,العودة إلى المشاريع,Back to Projects,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0496,frontend_public_static,frontend/src/components/projects/details/ProjectHero.tsx:114,jsx,زيارة موقع المشروع,Visit Project Website,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0497,frontend_public_static,frontend/src/components/projects/details/ProjectOverview.tsx:45,jsx,التحدي,The Challenge,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0498,frontend_public_static,frontend/src/components/projects/details/ProjectOverview.tsx:64,jsx,الحل البرمجي,The Software Solution,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0499,frontend_public_static,frontend/src/components/projects/details/ProjectOverview.tsx:85,jsx,المزايا والمواصفات الأساسية,Key Features and Specifications,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0500,frontend_public_static,frontend/src/components/projects/details/ProjectSidebar.tsx:51,jsx,بطاقة المشروع,Project Card,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0501,frontend_public_static,frontend/src/components/projects/details/ProjectSidebar.tsx:115,jsx,التقنيات المستخدمة,Technologies Used,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0502,frontend_public_static,frontend/src/components/projects/details/ProjectSidebar.tsx:142,jsx,لا توجد تقنيات محددة,No technologies specified,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0503,frontend_public_static,frontend/src/components/projects/details/ProjectSidebar.tsx:158,jsx,هل تريد مشروعًا مشابهًا؟,Want a similar project?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0504,frontend_public_static,frontend/src/components/projects/details/ProjectSidebar.tsx:180,jsx,أعجبك المشروع؟,Like this project?,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0505,frontend_public_static,frontend/src/components/projects/details/ProjectSidebar.tsx:186,jsx,احفظه للمراجعة,Save for Review,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0506,frontend_public_static,frontend/src/components/projects/details/ProjectStats.tsx:93,jsx,أرقام وإنجازات المشروع,Project Metrics and Achievements,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0507,frontend_public_static,frontend/src/components/projects/details/ProjectStats.tsx:131,jsx,النتائج المحققة للأعمال,Business Results Achieved,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0508,frontend_public_static,frontend/src/components/projects/details/RelatedProjects.tsx:31,jsx,مشاريع مشابهة قد تهمك,Similar Projects You May Like,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0509,frontend_public_static,frontend/src/components/projects/details/RelatedProjects.tsx:87,jsx,عرض تفاصيل المشروع,View Project Details,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0510,frontend_public_static,frontend/src/components/hero/Hero.tsx:28,jsx,نبني,We Build,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0511,frontend_public_static,frontend/src/components/hero/Hero.tsx:46,jsx,تساعد مشروعك,that help your business,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0512,frontend_public_static,frontend/src/components/hero/Hero.tsx:47,jsx,على النمو,grow,i18n-public-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
