id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-0684,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:31,double,الرسالة مطلوبة,Mission is required,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0685,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:32,double,المنهجية مطلوبة,Approach is required,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0686,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:41 | frontend/src/admin/pages/about/AboutForm.tsx:49 | frontend/src/admin/pages/about/AboutForm.tsx:66 | frontend/src/admin/pages/about/AboutForm.tsx:74,double,اسم الأيقونة مطلوب,Icon name is required,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0687,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:43 | frontend/src/admin/pages/about/AboutForm.tsx:51 | frontend/src/admin/pages/about/AboutForm.tsx:60 | frontend/src/admin/pages/about/AboutForm.tsx:68,double,الوصف مطلوب,Description is required,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0688,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:57,double,رقم المرحلة مطلوب,Step number is required,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0689,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:67,double,عنوان المبدأ مطلوب,Principle title is required,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0690,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:75,double,القيمة يجب أن تكون أكبر من أو تساوي 0,Value must be greater than or equal to 0,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0691,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:76,double,تسمية الإحصائية مطلوبة,Statistic label is required,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0692,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:88,double,عنوان دعوة العمل مطلوب,Call-to-action title is required,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0693,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:89,double,وصف دعوة العمل مطلوب,Call-to-action description is required,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0694,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:90,double,نص الزر مطلوب,Button text is required,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0695,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:107,double,المستخدمون,Users,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0696,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:108,double,الطبقات,Layers,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0697,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:109,double,الجائزة,Award,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0698,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:110,double,الكود,Code,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0699,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:111,double,الكرة الأرضية,Globe,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0700,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:112,double,الاتجاه الصاعد,Trending Up,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0701,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:113,double,المصافحة,Handshake,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0702,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:114,double,المصباح,Lightbulb,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0703,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:115,double,الصاروخ,Rocket,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0704,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:116 | frontend/src/admin/pages/about/AboutForm.tsx:264 | frontend/src/admin/pages/about/AboutForm.tsx:622 | frontend/src/admin/pages/team/TeamList.tsx:151 | frontend/src/admin/components/layout/Breadcrumb.tsx:9 | frontend/src/admin/components/layout/Sidebar.tsx:37,double | jsx,الفريق,Team,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0705,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:117,double,البحث,Search,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0706,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:118,double,أداة القلم,Pen Tool,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0707,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:119,double,الهدف,Target,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0708,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:120,double,العين,Eye,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0709,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:121,double,قاعدة البيانات,Database,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0710,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:122,double,حقيبة العمل,Briefcase,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0711,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:123,double,الشبكة,Network,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0712,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:124,double,التكرار,Repeat,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0713,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:125,double,الخريطة,Map,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0714,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:126,double,علامة الصح,Check Mark,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0715,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:127,double,السحابة,Cloud,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0716,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:128,double,التخطيط,Planning,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0717,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:129,double,المعالج,Processor,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0718,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:130,double,الدرع,Shield,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0719,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:131,double,النجمة,Star,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0720,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:140,jsx,اختر الأيقونة,Choose Icon,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0721,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:239,double,تم تحديث معلومات حولنا بنجاح,About information updated successfully,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0722,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:253,double,إدارة صفحة حولنا,Manage About Page,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0723,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:257,jsx,البطل,Hero,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0724,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:258 | frontend/src/admin/pages/about/AboutForm.tsx:338,jsx,القصة,Story,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0725,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:259 | frontend/src/admin/pages/about/AboutForm.tsx:378,jsx,طريقة التفكير,Thinking Approach,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0726,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:260 | frontend/src/admin/pages/about/AboutForm.tsx:424,jsx,ما يميزنا,What Sets Us Apart,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0727,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:261 | frontend/src/admin/pages/about/AboutForm.tsx:470,jsx,الإحصائيات,Statistics,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0728,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:262 | frontend/src/admin/pages/about/AboutForm.tsx:524,jsx,طريقة العمل,How We Work,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0729,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:263 | frontend/src/admin/pages/about/AboutForm.tsx:578,jsx,المبادئ,Principles,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0730,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:267,jsx,الرؤية والرسالة,Vision and Mission,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0731,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:272,jsx,قسم البطل,Hero Section,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0732,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:275 | frontend/src/admin/pages/about/AboutForm.tsx:455,jsx,البادج,Badge,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0733,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:276,double,مثال: من نحن,Example: About Us,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0734,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:279,jsx,العنوان الرئيسي *,Main Title *,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0735,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:284 | frontend/src/admin/pages/about/AboutForm.tsx:405 | frontend/src/admin/pages/about/AboutForm.tsx:451 | frontend/src/admin/pages/about/AboutForm.tsx:559 | frontend/src/admin/pages/about/AboutForm.tsx:605 | frontend/src/admin/pages/about/AboutForm.tsx:670,jsx,الوصف *,Description *,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0736,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:289,jsx,صورة قسم البطل,Hero Section Image,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0737,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:291 | frontend/src/admin/pages/about/AboutForm.tsx:635 | frontend/src/admin/pages/about/AboutForm.tsx:713 | frontend/src/admin/components/shared/ImageUpload.tsx:21,double | single,اسحب الصورة هنا أو انقر للاختيار,Drag the image here or click to select,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0738,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:296,jsx,نص الزر الأساسي,Primary Button Text,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0739,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:300,jsx,رابط الزر الأساسي,Primary Button URL,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0740,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:306 | frontend/src/admin/pages/about/AboutForm.tsx:686,jsx,نص الزر الثانوي,Secondary Button Text,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0741,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:310 | frontend/src/admin/pages/about/AboutForm.tsx:690,jsx,رابط الزر الثانوي,Secondary Button URL,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0742,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:316,jsx,شارات الثقة,Trust Badges,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0743,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:324,double,مثال: استراتيجية قبل التنفيذ,Example: Strategy Before Execution,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0744,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:341 | frontend/src/admin/pages/about/AboutForm.tsx:625 | frontend/src/admin/pages/projects/ProjectForm.tsx:929,jsx,العنوان,Title,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0745,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:350,jsx,نقاط الألم,Pain Points,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0746,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:367,jsx,البيان الختامي,Closing Statement,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0747,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:389 | frontend/src/admin/pages/about/AboutForm.tsx:435,jsx,عنصر #{index + 1},Item #{index + 1},i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0748,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:395 | frontend/src/admin/pages/about/AboutForm.tsx:441 | frontend/src/admin/pages/about/AboutForm.tsx:487 | frontend/src/admin/pages/about/AboutForm.tsx:595,jsx,الأيقونة *,Icon *,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0749,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:409,jsx,النتيجة,Result,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0750,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:415 | frontend/src/admin/pages/about/AboutForm.tsx:461,jsx,لا توجد عناصر مضافة.,No items added.,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0751,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:456,double,مثال: Product Mindset,Example: Product Mindset,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0752,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:481,jsx,إحصائية #{index + 1},Statistic #{index + 1},i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0753,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:494,jsx,القيمة *,Value *,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0754,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:500,jsx,اللاحقة,Suffix,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0755,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:501,double,"+, %, مراحل","+, %, stages",i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0756,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:504,jsx,التسمية *,Label *,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0757,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:515,jsx,لا توجد إحصائيات مضافة.,No statistics added.,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0758,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:535,jsx,مرحلة #{index + 1},Step #{index + 1},i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0759,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:542,jsx,رقم المرحلة *,Step Number *,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0760,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:548 | frontend/src/admin/pages/project-categories/ProjectCategoryForm.tsx:159,jsx,الأيقونة,Icon,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0761,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:563,jsx,المخرج,Deliverable,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0762,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:569,jsx,لا توجد مراحل مضافة.,No steps added.,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0763,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:589,jsx,مبدأ #{index + 1},Principle #{index + 1},i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0764,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:609,jsx,مثال عملي,Practical Example,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0765,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:615,jsx,لا توجد مبادئ مضافة.,No principles added.,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0766,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:633,jsx,صورة الفريق,Team Image,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0767,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:640,jsx,النقاط المميزة,Highlights,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0768,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:662,jsx,دعوة للعمل,Call to Action,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0769,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:676,jsx,نص الزر *,Button Text *,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0770,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:680,jsx,رابط الزر,Button URL,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0771,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:740,jsx,الرؤية والرسالة والمنهجية,"Vision, Mission, and Approach",i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0772,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:743,jsx,الرؤية *,Vision *,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0773,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:748,jsx,الرسالة *,Mission *,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0774,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:753,jsx,المنهجية *,Approach *,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0775,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:766,jsx,حالة النشاط,Active Status,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0776,frontend_admin_static,frontend/src/admin/pages/about/AboutForm.tsx:767,jsx,تفعيل أو إلغاء تفعيل عرض صفحة حولنا,Enable or disable the About page display,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0777,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:21,single,اسم العميل مطلوب,Client name is required,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0778,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:80,single,تم تحديث الرأي بنجاح,Testimonial updated successfully,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0779,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:80,single,تم إضافة الرأي بنجاح,Testimonial added successfully,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0780,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:83,single,فشل تحديث الرأي,Failed to update testimonial,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0781,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:83,single,فشل إضافة الرأي,Failed to add testimonial,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0782,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:92,single,تعديل الرأي,Edit Testimonial,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0783,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:92,single,إضافة رأي جديد,Add New Testimonial,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0784,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:97,jsx,معلومات العميل,Client Information,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0785,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:101,jsx,اسم العميل *,Client Name *,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0786,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:106,jsx,المنصب,Position,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0787,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:107,double,مثال: CEO at Company,Example: CEO at Company,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0788,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:112,jsx,اسم الشركة,Company Name,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0789,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:116 | frontend/src/admin/pages/testimonials/TestimonialsList.tsx:64,jsx | single,التقييم,Rating,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0790,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:127,jsx,المحتوى *,Content *,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0791,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:128,double,رأي العميل...,Client testimonial...,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0792,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:136,jsx,صورة العميل,Client Photo,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0793,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:145,jsx,المشروع المرتبط (اختياري),Linked Project (Optional),i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0794,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:152,double,اختر مشروع...,Select a project...,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0795,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:155 | frontend/src/admin/pages/testimonials/TestimonialsList.tsx:83,jsx,غير مربوط,Not Linked,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0796,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:167 | frontend/src/admin/pages/testimonials/TestimonialsList.tsx:99,jsx,مميز,Featured,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0797,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:179,single,تحديث الرأي,Update Testimonial,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0798,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialForm.tsx:179,single,إضافة الرأي,Add Testimonial,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0799,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialsList.tsx:27,single,تم حذف الرأي بنجاح,Testimonial deleted successfully,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0800,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialsList.tsx:31,single,فشل حذف الرأي,Failed to delete testimonial,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0801,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialsList.tsx:38 | frontend/src/admin/pages/leads/LeadsList.tsx:219,single | double,العميل,Client,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-0802,frontend_admin_static,frontend/src/admin/pages/testimonials/TestimonialsList.tsx:75,single,المشروع المرتبط,Linked Project,i18n-admin-ui,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
