id,source_type,source,field_or_context,arabic_text,english_translation,treatment,translation_note
SMART-I18N-1642,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,features[7],مسار خدمات وصيانة متكامل يتيح للعميل إنشاء طلب صيانة، واسنفيذ، ثم إكمال الخدمة وتقييمتقبال عروض من المهندسين، وقبول العرض، ومتابعة التها.,"An integrated service and maintenance workflow that lets customers create maintenance requests, receive engineer quotations, accept an offer, follow execution, complete the service, and submit an evaluation.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1643,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,features[8],مسار مستقل للمهندس يتيح له استعراض الطلبات، تقديم العروض، متابعة الطلبات المقبولة، وإدارة ملفه المهني والمالي.,"A dedicated engineer workflow for browsing requests, submitting quotations, tracking accepted jobs, and managing professional and financial profiles.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1644,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,features[9],إدارة العناوين والموقع الجغرافي والخرائط داخل التطبيق.,"Address, geolocation, and map management within the application.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1645,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,features[10],نظام مفضلة فعلي على الويب والموبايل.,A fully functional favorites system across web and mobile.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1646,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,features[11],نظام إشعارات داخل المنصة مع دعم للإشعارات الفورية وربطها بمسارات داخل التطبيق والنظام.,An in-platform notification system with push notification support and deep navigation to relevant application and system flows.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1647,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,features[12],نظام دعم ومحادثة قائم على التذاكر والرسائل.,A ticket- and message-based support and chat system.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1648,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,features[13],دعم Deep Linking / App Links لفتح مسارات محددة داخل التطبيق من خارج المنصة.,Deep Linking / App Links support to open specific in-app routes from outside the platform.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1649,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,features[14],إعدادات مستخدم متقدمة تشمل اللغة، الثيم، العملة، الملف الشخصي، وبعض خيارات الأمان.,"Advanced user settings covering language, theme, currency, profile, and selected security options.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1650,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,features[15],دعم المصادقة داخل التطبيق.,In-app authentication support.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1651,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,features[16],نظام تحقق للحسابات للمهندسين والتجار مع حالات واضحة لإدارة التحقق.,Account verification for engineers and merchants with clear verification-management states.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1652,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,features[17],لوحة إدارة كبيرة تغطي إدارة المنتجات، التصنيفات، السمات، البراندات، الطلبات، المستخدمين، البانرات، الكوبونات، الخدمات، الإشعارات، والتحليلات.,"A large admin dashboard covering products, categories, attributes, brands, orders, users, banners, coupons, services, notifications, and analytics.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1653,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,features[18],وجود مساعد ذكي / دردشة ذكية داخل المشروع مع إدارة للمحادثات والـ prompts وقاعدة معرفة.,"An intelligent assistant / smart chat within the project, including conversation management, prompts, and a knowledge base.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1654,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,features[19],وجود بنية تشغيلية قوية تشمل التقارير، التحليلات، السجلات، والنسخ الاحتياطي.,"A strong operational foundation covering reports, analytics, logs, and backups.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1655,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,features[20],دعم وضع الزائر موجود في أجزاء من التجربة.,Guest mode is available in parts of the experience.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1656,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,clientName | seo.keywords[0],تجدد,Tajaddod,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1657,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,seo.metaDescription,تجدد منصة رقمية متكاملة تضم متجر ويب، تطبيق موبايل، ولوحة إدارة لإدارة المنتجات والطلبات والخدمات الفنية والدعم والإشعارات ضمن نظام موحد.,"Tajaddod is an integrated digital platform combining a web store, mobile application, and admin dashboard to manage products, orders, technical services, support, and notifications within one unified system.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1658,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية | projects .json::Kaleem Store — منصة SaaS للتجارة الإلكترونية,seo.keywords[2],منصة تجارة إلكترونية,E-Commerce Platform,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1659,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,seo.keywords[3],متجر إلكتروني,Online Store,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1660,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,seo.keywords[4],تطبيق موبايل للتجارة الإلكترونية,E-Commerce Mobile App,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1661,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية | projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,seo.keywords[5] | seo.keywords[4],لوحة إدارة,Admin Dashboard,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1662,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,seo.keywords[6],خدمات فنية,Technical Services,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1663,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,seo.keywords[7],طلبات صيانة,Maintenance Requests,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1664,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,seo.keywords[8],نظام دعم ومحادثة,Support and Chat System,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1665,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,seo.keywords[9],إشعارات فورية,Push Notifications,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1666,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,seo.keywords[10],منصة متعددة القنوات,Omnichannel Platform,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1667,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية,seo.keywords[13],منصة عربية للتجارة والخدمات,Arabic Commerce and Services Platform,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1668,database_public_cms,projects .json::منصة تجدد للتجارة الإلكترونية والخدمات الفنية | projects .json::منصة  TRAS Phone لقطع غيار الهواتف,industry,تجارة الكترونية,E-Commerce,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1669,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,title,منصة  TRAS Phone لقطع غيار الهواتف,TRAS Phone Spare Parts Platform,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1670,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,summary,تراس فون (TRAS Phone) هو مشروع تقني متكامل لتشغيل تجارة قطع غيار الهواتف بنمط B2B، يجمع بين تطبيق جوال للعملاء التجاريين، ولوحة إدارة ويب، وواجهة API خلفية ضمن منظومة واحدة. يوفّر المشروع رحلة عملية متكاملة تبدأ من التسجيل والتصفح والبحث والطلب والمتابعة والدعم من جهة العميل، وتقابلها طبقة تشغيل قوية لإدارة المنتجات والتسعير والمخزون والموردين والمرتجعات والمحتوى والإشعارات والتحليلات من جهة الإدارة.,"TRAS Phone is an integrated technology solution for B2B mobile-phone spare-parts commerce, combining a mobile app for business customers, a web admin dashboard, and a backend API in one ecosystem. The project delivers an end-to-end journey covering registration, browsing, search, ordering, tracking, and support for customers, backed by a powerful operations layer for product, pricing, inventory, supplier, returns, content, notification, and analytics management.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1671,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,challenge,تجارة قطع غيار الهواتف تحتاج إلى نظام يتجاوز فكرة عرض المنتجات، لأنها تعتمد على توافق القطع مع الأجهزة، وإدارة العملاء التجاريين، ومستويات التسعير، والمخزون، والمرتجعات، والدعم، والموردين. وعندما تكون هذه العمليات موزعة بين أدوات منفصلة، تصبح الإدارة أكثر تعقيدًا، وترتفع الأخطاء، ويصعب التوسع بثبات.,"Mobile-phone spare-parts commerce requires more than simply listing products. It depends on part-device compatibility, business customer management, pricing tiers, inventory, returns, support, and suppliers. When these operations are spread across disconnected tools, management becomes more complex, errors increase, and scaling reliably becomes difficult.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1672,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,solution,تم تطوير هذا المشروع كمنصة B2B متكاملة توحّد تجربة العميل والتشغيل الداخلي داخل نظام واحد. التطبيق الجوال يوفّر تجربة طلب ومتابعة ودعم احترافية للعملاء التجاريين، بينما توفّر لوحة الإدارة والـ API بنية تشغيل قوية لإدارة الكتالوج والطلبات والمخزون والمحتوى والدعم والتحليلات، بما يجعل العمل أكثر تنظيمًا واستقرارًا وقابلية للنمو.,"The project was developed as an integrated B2B platform that unifies the customer experience and internal operations in one system. The mobile app provides business customers with a professional ordering, tracking, and support experience, while the admin dashboard and API provide a robust operating foundation for catalog, order, inventory, content, support, and analytics management, making the business more organized, stable, and scalable.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1673,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,results[0].label,منظومة موحدة,Unified Ecosystem,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1674,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,results[0].value,ربط تطبيق العملاء مع لوحة الإدارة والـ API ضمن بيئة تشغيل واحدة,"Connected the customer app, admin dashboard, and API within one operating environment",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1675,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,results[1].label,رحلة عميل متكاملة,End-to-End Customer Journey,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1676,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,results[1].value,إتاحة التصفح والطلب والمتابعة والمرتجعات والدعم عبر تطبيق جوال فعلي,"Enabled browsing, ordering, tracking, returns, and support through a full mobile application",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1677,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,results[2].label,تحكم تشغيلي أعلى,Greater Operational Control,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1678,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,results[2].value,إدارة المنتجات والطلبات والمخزون والموردين والدعم من لوحة مركزية,"Managed products, orders, inventory, suppliers, and support from one central dashboard",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1679,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,results[3].label,جاهزية للتوسع,Ready to Scale,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1680,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,results[3].value,تقنية Modular تدعم إضافة مزايا وتكاملات مستقبلية بسهولة,A modular architecture that makes future features and integrations easier to add,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1681,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[0],تطبيق جوال Flutter متكامل للعملاء التجاريين.,Integrated Flutter mobile application for business customers.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1682,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[1],دعم الدخول بالبصمة وFace ID عبر local_auth مع تخزين آمن للبيانات.,"Biometric login with fingerprint and Face ID through local_auth, with secure data storage.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1683,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[2],تسجيل وإدارة حسابات B2B ببيانات تجارية مثل اسم المحل والمدينة ونوع النشاط وبيانات المسؤول.,"B2B account registration and management with business data such as store name, city, business type, and responsible-person details.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1684,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[3],كتالوج منتجات متقدم يشمل التصنيفات، البراندات، الأجهزة، المنتجات المميزة، الأحدث، والأكثر مبيعًا.,"Advanced product catalog covering categories, brands, devices, featured products, newest products, and best sellers.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1685,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[4],بحث متقدم داخل التطبيق يشمل البحث المباشر، الاقتراحات، الإكمال التلقائي، الوسوم الشائعة، وسجل البحث.,"Advanced in-app search covering live search, suggestions, autocomplete, popular tags, and search history.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1686,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[5],صفحة منتج تفصيلية تحتوي على صور متعددة، معلومات التوافق مع الأجهزة، الوصف، الكمية، حالة التوفر، والمراجعات.,"Detailed product pages with multiple images, device-compatibility information, description, quantity, availability status, and reviews.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1687,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[6],نظام مفضلة وسجل مشاهدة حديثة وتنبيهات توفر المخزون.,"Favorites, recently viewed items, and inventory availability alerts.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1688,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[7],سلة مشتريات و Checkout متكاملان مع العناوين والكوبونات واختيار وسيلة الدفع.,"Integrated shopping cart and checkout with addresses, coupons, and payment-method selection.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1689,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[8],إدارة الطلبات داخل التطبيق تشمل عرض الطلبات، التفاصيل، التتبع، إعادة الطلب، إلغاء الطلب، رفع إيصال التحويل، وعرض الفاتورة.,"In-app order management covering order lists, details, tracking, reordering, cancellation, bank-transfer receipt upload, and invoice display.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1690,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[9],نظام مرتجعات فعلي يبدأ من اختيار العناصر المؤهلة للإرجاع ثم إنشاء طلب الإرجاع ومتابعة حالته.,"A functional returns system starting with eligible-item selection, return-request creation, and status tracking.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1691,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[10],نظام مراجعات وتقييمات للمنتجات يشمل عرض المراجعات وكتابة مراجعة وتعديلها.,"Product reviews and ratings, including viewing, creating, and editing reviews.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1692,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[11],محفظة رقمية ونظام ولاء يشمل الرصيد، الحركات المالية، النقاط، المستويات، وسجل معاملات الولاء.,"Digital wallet and loyalty system covering balance, financial transactions, points, levels, and loyalty transaction history.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1693,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[12],إدارة الملف الشخصي والعناوين مع خرائط Google وتحديد الموقع الجغرافي.,Profile and address management with Google Maps and geolocation.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1694,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[13],دعم فني متكامل يجمع بين التذاكر والمحادثة المباشرة.,Integrated technical support combining tickets and live chat.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1695,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[14],إشعارات Push عبر Firebase/FCM مع شاشة إشعارات وإعدادات خاصة بها.,Push notifications through Firebase/FCM with a dedicated notification screen and notification settings.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1696,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[15],محتوى تعليمي ومحتوى ثابت مثل الأسئلة الشائعة، الشروط، الخصوصية، وعن التطبيق.,"Educational and static content such as FAQs, terms, privacy policy, and About the App.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1697,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[16],دعم العربية والإنجليزية مع RTL/LTR والثيم الفاتح والداكن.,Arabic and English support with RTL/LTR and light/dark themes.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1698,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[17],طبقة أمان متقدمة في التطبيق تشمل فحص سلامة الجهاز، كشف البيئة غير الآمنة، وتهيئة لحماية أعلى.,"Advanced application security layer including device-integrity checks, unsafe-environment detection, and preparation for stronger protection.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1699,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[18],كاش محلي وتحسينات أداء وخدمات تخزين محلية.,"Local caching, performance optimizations, and local storage services.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1700,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[19],لوحة إدارة ويب احترافية تشمل إدارة المنتجات، التصنيفات، البراندات، العملاء، الطلبات، المرتجعات، المخزون، الموردين، المحافظ، المحتوى، الإشعارات، التحليلات، وسجل التدقيق.,"A professional web admin dashboard covering products, categories, brands, customers, orders, returns, inventory, suppliers, wallets, content, notifications, analytics, and the audit log.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1701,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[20],واجهة API خلفية مبنية على NestJS تغطي المنطق التجاري والتشغيلي الرئيسي للنظام.,A NestJS backend API covering the system’s primary business and operational logic.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1702,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[21],إدارة مخزون ومستودعات تشمل الحركات، الحجوزات، الجرد، والتنبيهات المرتبطة بالمخزون.,"Inventory and warehouse management covering movements, reservations, stock counts, and inventory-related alerts.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1703,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[22],إدارة موردين ومشتريات وأوامر شراء ومنتجات الموردين.,"Supplier, procurement, purchase-order, and supplier-product management.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1704,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[23],مستويات أسعار وصلاحيات وأدوار إدارية دقيقة.,Pricing tiers with granular administrative roles and permissions.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1705,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[24],استيراد وتصدير المنتجات والبيانات عبر Excel، مع إنشاء ملفات وتقارير وفواتير PDF.,"Product and data import/export through Excel, with file, report, and PDF invoice generation.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1706,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[25],رفع ملفات وصور وفيديوهات مع تخزين سحابي متوافق مع S3.,"File, image, and video uploads with S3-compatible cloud storage.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1707,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[26],تحليلات وتشغيل ومؤشرات إدارية داخل لوحة التحكم.,Operational analytics and management indicators within the dashboard.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1708,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[27],تحديثات لحظية في الدعم والمحادثات عبر Socket.IO / WebSocket.,Real-time support and chat updates through Socket.IO / WebSocket.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1709,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,features[28],نظام الإحالات موجود في البنية وبعض الشاشات,A referral system exists in the architecture and selected screens.,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1710,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,seo.metaTitle,TRAS Phone | منصة B2B لتجارة وإدارة قطع غيار الهواتف,TRAS Phone | B2B Mobile Spare Parts Commerce & Management Platform,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1711,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,seo.metaDescription,منصة متكاملة لتجارة قطع غيار الهواتف بنمط B2B تشمل تطبيق جوال للعملاء التجاريين ولوحة إدارة وواجهة API لإدارة المنتجات والطلبات والمخزون والمرتجعات والدعم.,"An integrated B2B mobile-phone spare-parts platform with a mobile app for business customers, an admin dashboard, and an API for managing products, orders, inventory, returns, and support.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1712,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,seo.keywords[1],تطبيق قطع غيار الهواتف,Mobile Spare Parts App,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1713,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,seo.keywords[2],منصة B2B,B2B Platform,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1714,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,seo.keywords[3],إدارة تجارة قطع الغيار,Spare Parts Commerce Management,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1715,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,seo.keywords[4],تطبيق طلبات قطع غيار,Spare Parts Ordering App,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1716,database_public_cms,projects .json::منصة  TRAS Phone لقطع غيار الهواتف,seo.keywords[5],لوحة إدارة قطع غيار الهواتف,Mobile Spare Parts Admin Dashboard,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1717,database_public_cms,projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,title,قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,Qit3ati — Smart Spare-Part Compatibility System,add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1718,database_public_cms,projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,summary,قطعتي (Qit3ati) هي منصة ويب متكاملة لحل مشكلة توافق قطع الغيار، حيث توفر نظامًا رقميًا يساعد على البحث عن القطع المناسبة للأجهزة المختلفة والتحقق من توافقها بسرعة ودقة. تجمع المنصة بين لوحة إدارة قوية، وواجهة API منظمة، ونظام اشتراكات وأمان متعدد الطبقات، مما يجعلها مناسبة للجهات التي تحتاج إلى إدارة معلومات التوافق بشكل احترافي وقابل للتوسع.,"Qit3ati is an integrated web platform designed to solve spare-part compatibility challenges. It provides a digital system that helps users find suitable parts for different devices and verify compatibility quickly and accurately. The platform combines a powerful admin dashboard, a well-structured API, subscriptions, and multi-layer security, making it suitable for organizations that need to manage compatibility information professionally and at scale.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
SMART-I18N-1719,database_public_cms,projects .json::قطعتي (Qit3ati ) نظام توافق قطع الغيار الذكي,challenge,تواجه ورش الصيانة والتجار والموزعون تحديًا متكررًا في تحديد القطعة المناسبة لكل جهاز أو موديل بدقة، مما يؤدي إلى أخطاء في التوريد، وزيادة في المرتجعات، وهدر في الوقت، وتراجع في ثقة العملاء. كما أن غياب نظام مركزي واضح لإدارة هذه المعلومات يجعل العمل أكثر تعقيدًا ويؤثر على كفاءة التشغيل.,"Repair shops, traders, and distributors repeatedly face the challenge of identifying the correct part for each device or model. This can lead to supply errors, more returns, wasted time, and lower customer confidence. The absence of a clear centralized system for managing compatibility information also makes operations more complex and less efficient.",add-en-content-field,Proposed English copy for bilingual implementation; review brand/proper-name spelling before production.
